Transaction_ID,Date,Customer_Name,Product,Quantity,Total_Amount
1008143,2025-07-30,Customer_21,Laptop,1,50000
1008144,2025-05-03,Customer_100,Laptop,2,100000
1008145,2025-08-17,Customer_43,Mobile Phone,2,25000
1008146,2025-03-23,Customer_51,Smartwatch,1,7000
1008147,2025-05-24,Customer_93,Smartwatch,3,21000
1008148,2025-05-20,Customer_71,Smartwatch,3,21000
1008149,2025-01-29,Customer_13,Mobile Phone,3,37500
1008150,2025-09-27,Customer_53,Mobile Phone,3,37500
1008151,2025-09-04,Customer_87,Mobile Phone,4,50000
1008152,2025-01-12,Customer_63,Tablet,3,27000
1008153,2025-12-21,Customer_57,Laptop,4,200000
1008154,2025-12-03,Customer_25,Tablet,3,27000
1008155,2025-04-16,Customer_13,Tablet,1,9000
1008156,2025-02-01,Customer_37,Laptop,3,150000
1008157,2025-03-15,Customer_30,Headphones,1,1500
1008158,2025-06-20,Customer_90,Headphones,1,1500
1008159,2025-12-03,Customer_12,Headphones,2,3000
1008160,2025-03-10,Customer_65,Mobile Phone,5,62500
1008161,2025-10-28,Customer_18,Mobile Phone,5,62500
1008162,2025-12-28,Customer_85,Smartwatch,1,7000
1008163,2025-05-17,Customer_62,Smartwatch,5,35000
1008164,2025-04-10,Customer_24,Tablet,5,45000
1008165,2025-05-26,Customer_60,Smartwatch,3,21000
1008166,2025-01-09,Customer_17,Mobile Phone,5,62500
1008167,2025-03-03,Customer_60,Tablet,5,45000
1008168,2025-07-04,Customer_9,Smartwatch,5,35000
1008169,2025-01-29,Customer_52,Smartwatch,2,14000
1008170,2025-04-24,Customer_92,Headphones,5,7500
1008171,2025-05-23,Customer_15,Mobile Phone,3,37500
1008172,2025-04-30,Customer_77,Tablet,4,36000
1008173,2025-06-19,Customer_28,Laptop,2,100000
1008174,2025-06-06,Customer_81,Smartwatch,3,21000
1008175,2025-12-01,Customer_9,Mobile Phone,1,12500
1008176,2025-12-15,Customer_56,Tablet,3,27000
1008177,2025-09-17,Customer_85,Mobile Phone,4,50000
1008178,2025-03-23,Customer_94,Mobile Phone,2,25000
1008179,2025-08-30,Customer_75,Tablet,4,36000
1008180,2025-06-21,Customer_94,Headphones,1,1500
1008181,2025-08-19,Customer_36,Headphones,1,1500
1008182,2025-07-27,Customer_56,Smartwatch,1,7000
1008183,2025-03-16,Customer_89,Headphones,3,4500
1008184,2025-09-27,Customer_71,Smartwatch,3,21000
1008185,2025-04-24,Customer_20,Smartwatch,5,35000
1008186,2025-03-03,Customer_55,Tablet,1,9000
1008187,2025-12-28,Customer_60,Mobile Phone,4,50000
1008188,2025-11-16,Customer_35,Laptop,1,50000
1008189,2025-04-12,Customer_74,Laptop,2,100000
1008190,2025-12-28,Customer_99,Headphones,3,4500
1008191,2025-07-29,Customer_1,Tablet,1,9000
1008192,2025-09-12,Customer_78,Laptop,5,250000
1008193,2025-01-20,Customer_45,Mobile Phone,1,12500
1008194,2025-02-27,Customer_69,Smartwatch,5,35000
1008195,2025-04-22,Customer_40,Smartwatch,3,21000
1008196,2025-11-09,Customer_38,Tablet,3,27000
1008197,2025-07-15,Customer_98,Headphones,5,7500
1008198,2025-12-19,Customer_24,Mobile Phone,2,25000
1008199,2025-04-02,Customer_4,Headphones,3,4500
1008200,2025-02-21,Customer_91,Headphones,5,7500
1008201,2025-10-20,Customer_69,Tablet,3,27000
1008202,2025-01-08,Customer_13,Smartwatch,1,7000
1008203,2025-10-27,Customer_21,Headphones,4,6000
1008204,2025-04-08,Customer_32,Headphones,2,3000
1008205,2025-08-24,Customer_38,Mobile Phone,4,50000
1008206,2025-03-10,Customer_95,Smartwatch,2,14000
1008207,2025-02-14,Customer_32,Headphones,1,1500
1008208,2025-05-17,Customer_79,Laptop,5,250000
1008209,2025-08-22,Customer_57,Laptop,5,250000
1008210,2025-02-01,Customer_48,Smartwatch,5,35000
1008211,2025-10-16,Customer_30,Smartwatch,1,7000
1008212,2025-05-06,Customer_71,Tablet,4,36000
1008213,2025-03-08,Customer_38,Headphones,3,4500
1008214,2025-01-30,Customer_95,Laptop,5,250000
1008215,2025-04-24,Customer_44,Laptop,3,150000
1008216,2025-07-23,Customer_26,Smartwatch,4,28000
1008217,2025-01-29,Customer_100,Smartwatch,3,21000
1008218,2025-05-11,Customer_90,Mobile Phone,3,37500
1008219,2025-07-04,Customer_2,Mobile Phone,3,37500
1008220,2025-09-10,Customer_43,Smartwatch,1,7000
1008221,2025-10-13,Customer_43,Mobile Phone,4,50000
1008222,2025-03-03,Customer_63,Smartwatch,3,21000
1008223,2025-01-03,Customer_73,Smartwatch,5,35000
1008224,2025-03-09,Customer_58,Tablet,5,45000
1008225,2025-01-25,Customer_48,Mobile Phone,4,50000
1008226,2025-06-28,Customer_5,Headphones,1,1500
1008227,2025-05-21,Customer_91,Headphones,3,4500
1008228,2025-08-19,Customer_76,Tablet,1,9000
1008229,2025-10-27,Customer_35,Headphones,4,6000
1008230,2025-06-12,Customer_93,Headphones,2,3000
1008231,2025-11-07,Customer_16,Tablet,5,45000
1008232,2025-05-10,Customer_83,Laptop,3,150000
1008233,2025-09-03,Customer_49,Tablet,3,27000
1008234,2025-10-24,Customer_60,Tablet,4,36000
1008235,2025-06-21,Customer_51,Mobile Phone,4,50000
1008236,2025-03-05,Customer_91,Headphones,1,1500
1008237,2025-01-31,Customer_82,Headphones,5,7500
1008238,2025-02-16,Customer_59,Laptop,1,50000
1008239,2025-05-10,Customer_64,Tablet,4,36000
1008240,2025-12-18,Customer_13,Smartwatch,5,35000
1008241,2025-11-29,Customer_94,Laptop,4,200000
1008242,2025-04-20,Customer_26,Laptop,1,50000
1008243,2025-03-10,Customer_70,Headphones,1,1500
1008244,2025-02-27,Customer_3,Headphones,1,1500
1008245,2025-04-16,Customer_87,Headphones,2,3000
1008246,2025-10-27,Customer_12,Headphones,1,1500
1008247,2025-11-26,Customer_41,Laptop,3,150000
1008248,2025-09-13,Customer_79,Tablet,1,9000
1008249,2025-11-08,Customer_65,Headphones,4,6000
1008250,2025-06-20,Customer_63,Mobile Phone,1,12500
1008251,2025-06-11,Customer_50,Laptop,4,200000
1008252,2025-10-13,Customer_47,Smartwatch,4,28000
1008253,2025-03-12,Customer_8,Smartwatch,5,35000
1008254,2025-09-12,Customer_31,Tablet,2,18000
1008255,2025-02-24,Customer_11,Laptop,4,200000
1008256,2025-11-19,Customer_17,Laptop,4,200000
1008257,2025-01-03,Customer_27,Laptop,3,150000
1008258,2025-01-26,Customer_95,Mobile Phone,1,12500
1008259,2025-11-09,Customer_27,Mobile Phone,2,25000
1008260,2025-05-06,Customer_78,Headphones,2,3000
1008261,2025-02-22,Customer_87,Smartwatch,5,35000
1008262,2025-07-17,Customer_56,Mobile Phone,4,50000
1008263,2025-10-26,Customer_69,Smartwatch,4,28000
1008264,2025-07-07,Customer_94,Laptop,3,150000
1008265,2025-07-05,Customer_98,Mobile Phone,2,25000
1008266,2025-11-01,Customer_47,Smartwatch,1,7000
1008267,2025-10-25,Customer_19,Mobile Phone,5,62500
1008268,2025-07-23,Customer_57,Laptop,5,250000
1008269,2025-01-11,Customer_31,Laptop,5,250000
1008270,2025-12-25,Customer_16,Laptop,5,250000
1008271,2025-12-20,Customer_45,Headphones,2,3000
1008272,2025-05-26,Customer_27,Smartwatch,4,28000
1008273,2025-03-26,Customer_61,Headphones,2,3000
1008274,2025-04-10,Customer_26,Tablet,1,9000
1008275,2025-04-14,Customer_29,Tablet,5,45000
1008276,2025-02-15,Customer_44,Mobile Phone,2,25000
1008277,2025-02-13,Customer_29,Mobile Phone,1,12500
1008278,2025-10-05,Customer_95,Mobile Phone,3,37500
1008279,2025-06-30,Customer_2,Headphones,5,7500
1008280,2025-07-06,Customer_6,Laptop,4,200000
1008281,2025-04-24,Customer_9,Mobile Phone,4,50000
1008282,2025-09-12,Customer_15,Mobile Phone,4,50000
1008283,2025-01-30,Customer_84,Tablet,1,9000
1008284,2025-09-21,Customer_58,Laptop,2,100000
1008285,2025-04-08,Customer_2,Headphones,5,7500
1008286,2025-11-09,Customer_3,Laptop,5,250000
1008287,2025-11-25,Customer_52,Tablet,5,45000
1008288,2025-04-25,Customer_55,Headphones,5,7500
1008289,2025-10-03,Customer_53,Smartwatch,3,21000
1008290,2025-10-08,Customer_94,Mobile Phone,5,62500
1008291,2025-10-02,Customer_72,Headphones,3,4500
1008292,2025-09-18,Customer_40,Tablet,2,18000
1008293,2025-11-27,Customer_85,Laptop,4,200000
1008294,2025-07-26,Customer_39,Headphones,3,4500
1008295,2025-11-24,Customer_43,Tablet,4,36000
1008296,2025-07-30,Customer_13,Headphones,4,6000
1008297,2025-08-03,Customer_37,Mobile Phone,1,12500
1008298,2025-02-09,Customer_55,Laptop,3,150000
1008299,2025-01-26,Customer_32,Laptop,5,250000
1008300,2025-01-27,Customer_14,Headphones,1,1500
1008301,2025-07-09,Customer_65,Tablet,5,45000
1008302,2025-03-24,Customer_27,Mobile Phone,4,50000
1008303,2025-06-19,Customer_24,Mobile Phone,1,12500
1008304,2025-06-16,Customer_22,Headphones,5,7500
1008305,2025-07-07,Customer_78,Smartwatch,5,35000
1008306,2025-06-18,Customer_45,Headphones,2,3000
1008307,2025-10-16,Customer_8,Mobile Phone,1,12500
1008308,2025-08-17,Customer_91,Laptop,1,50000
1008309,2025-04-07,Customer_67,Headphones,4,6000
1008310,2025-01-16,Customer_64,Headphones,4,6000
1008311,2025-10-06,Customer_97,Laptop,1,50000
1008312,2025-05-15,Customer_47,Headphones,2,3000
1008313,2025-01-26,Customer_21,Tablet,2,18000
1008314,2025-12-18,Customer_32,Laptop,4,200000
1008315,2025-01-12,Customer_45,Laptop,3,150000
1008316,2025-03-13,Customer_44,Laptop,5,250000
1008317,2025-05-13,Customer_41,Mobile Phone,4,50000
1008318,2025-04-16,Customer_96,Headphones,2,3000
1008319,2025-08-08,Customer_52,Smartwatch,1,7000
1008320,2025-06-26,Customer_88,Headphones,2,3000
1008321,2025-10-09,Customer_11,Headphones,1,1500
1008322,2025-05-13,Customer_85,Mobile Phone,4,50000
1008323,2025-01-22,Customer_18,Tablet,5,45000
1008324,2025-09-26,Customer_11,Tablet,5,45000
1008325,2025-06-10,Customer_27,Mobile Phone,4,50000
1008326,2025-04-17,Customer_43,Mobile Phone,5,62500
1008327,2025-10-06,Customer_65,Mobile Phone,5,62500
1008328,2025-12-19,Customer_54,Headphones,3,4500
1008329,2025-08-23,Customer_29,Mobile Phone,3,37500
1008330,2025-01-18,Customer_21,Smartwatch,3,21000
1008331,2025-08-30,Customer_29,Laptop,1,50000
1008332,2025-04-27,Customer_9,Tablet,3,27000
1008333,2025-10-13,Customer_61,Smartwatch,4,28000
1008334,2025-10-09,Customer_62,Tablet,3,27000
1008335,2025-05-24,Customer_71,Headphones,4,6000
1008336,2025-07-24,Customer_95,Headphones,3,4500
1008337,2025-02-08,Customer_91,Mobile Phone,5,62500
1008338,2025-06-03,Customer_96,Tablet,3,27000
1008339,2025-06-25,Customer_5,Headphones,4,6000
1008340,2025-08-29,Customer_97,Headphones,4,6000
1008341,2025-05-14,Customer_15,Tablet,4,36000
1008342,2025-02-15,Customer_57,Headphones,3,4500
1008343,2025-02-19,Customer_5,Mobile Phone,1,12500
1008344,2025-06-15,Customer_20,Headphones,4,6000
1008345,2025-04-16,Customer_81,Smartwatch,1,7000
1008346,2025-08-04,Customer_4,Smartwatch,3,21000
1008347,2025-05-26,Customer_56,Mobile Phone,1,12500
1008348,2025-03-13,Customer_85,Smartwatch,1,7000
1008349,2025-11-26,Customer_34,Headphones,4,6000
1008350,2025-09-30,Customer_40,Smartwatch,3,21000
1008351,2025-09-04,Customer_69,Smartwatch,4,28000
1008352,2025-07-05,Customer_68,Headphones,5,7500
1008353,2025-03-11,Customer_22,Tablet,2,18000
1008354,2025-05-30,Customer_14,Mobile Phone,1,12500
1008355,2025-09-03,Customer_68,Tablet,3,27000
1008356,2025-09-19,Customer_8,Tablet,1,9000
1008357,2025-01-26,Customer_67,Smartwatch,3,21000
1008358,2025-05-20,Customer_46,Laptop,4,200000
1008359,2025-04-09,Customer_29,Tablet,2,18000
1008360,2025-10-05,Customer_90,Headphones,2,3000
1008361,2025-02-20,Customer_94,Headphones,2,3000
1008362,2025-05-31,Customer_12,Headphones,2,3000
1008363,2025-04-14,Customer_79,Laptop,1,50000
1008364,2025-03-30,Customer_52,Laptop,3,150000
1008365,2025-05-21,Customer_58,Mobile Phone,5,62500
1008366,2025-08-01,Customer_2,Laptop,3,150000
1008367,2025-08-21,Customer_1,Mobile Phone,1,12500
1008368,2025-07-02,Customer_55,Headphones,4,6000
1008369,2025-09-08,Customer_92,Laptop,5,250000
1008370,2025-01-09,Customer_99,Smartwatch,5,35000
1008371,2025-03-20,Customer_34,Smartwatch,5,35000
1008372,2025-02-21,Customer_64,Smartwatch,1,7000
1008373,2025-09-26,Customer_68,Laptop,2,100000
1008374,2025-08-14,Customer_82,Laptop,2,100000
1008375,2025-02-20,Customer_12,Laptop,2,100000
1008376,2025-07-05,Customer_50,Smartwatch,3,21000
1008377,2025-02-03,Customer_21,Headphones,2,3000
1008378,2025-10-18,Customer_10,Tablet,5,45000
1008379,2025-08-18,Customer_85,Headphones,2,3000
1008380,2025-05-11,Customer_89,Laptop,5,250000
1008381,2025-04-30,Customer_81,Tablet,5,45000
1008382,2025-11-22,Customer_70,Tablet,3,27000
1008383,2025-09-04,Customer_14,Headphones,2,3000
1008384,2025-07-11,Customer_40,Smartwatch,4,28000
1008385,2025-11-19,Customer_82,Mobile Phone,2,25000
1008386,2025-07-29,Customer_30,Smartwatch,4,28000
1008387,2025-04-13,Customer_73,Smartwatch,3,21000
1008388,2025-11-25,Customer_14,Tablet,1,9000
1008389,2025-05-13,Customer_52,Laptop,3,150000
1008390,2025-11-19,Customer_17,Laptop,3,150000
1008391,2025-05-19,Customer_62,Tablet,4,36000
1008392,2025-05-01,Customer_98,Smartwatch,3,21000
1008393,2025-04-04,Customer_22,Headphones,5,7500
1008394,2025-05-09,Customer_53,Mobile Phone,3,37500
1008395,2025-04-01,Customer_32,Smartwatch,3,21000
1008396,2025-04-02,Customer_76,Smartwatch,4,28000
1008397,2025-03-04,Customer_55,Mobile Phone,3,37500
1008398,2025-01-29,Customer_80,Headphones,3,4500
1008399,2025-07-29,Customer_22,Mobile Phone,2,25000
1008400,2025-01-12,Customer_38,Tablet,5,45000
1008401,2025-11-29,Customer_50,Mobile Phone,5,62500
1008402,2025-10-24,Customer_66,Mobile Phone,5,62500
1008403,2025-05-10,Customer_45,Smartwatch,3,21000
1008404,2025-10-20,Customer_8,Smartwatch,5,35000
1008405,2025-06-22,Customer_65,Laptop,2,100000
1008406,2025-07-27,Customer_40,Mobile Phone,1,12500
1008407,2025-01-24,Customer_5,Tablet,1,9000
1008408,2025-04-09,Customer_45,Laptop,2,100000
1008409,2025-12-22,Customer_46,Mobile Phone,1,12500
1008410,2025-05-19,Customer_36,Smartwatch,1,7000
1008411,2025-11-10,Customer_17,Tablet,4,36000
1008412,2025-06-23,Customer_41,Headphones,3,4500
1008413,2025-01-29,Customer_30,Laptop,4,200000
1008414,2025-05-23,Customer_52,Smartwatch,4,28000
1008415,2025-11-12,Customer_79,Headphones,2,3000
1008416,2025-12-17,Customer_20,Mobile Phone,1,12500
1008417,2025-02-11,Customer_36,Tablet,2,18000
1008418,2025-10-26,Customer_66,Smartwatch,5,35000
1008419,2025-07-27,Customer_45,Smartwatch,4,28000
1008420,2025-11-26,Customer_4,Tablet,1,9000
1008421,2025-07-11,Customer_50,Smartwatch,3,21000
1008422,2025-06-09,Customer_88,Smartwatch,4,28000
1008423,2025-03-05,Customer_55,Mobile Phone,1,12500
1008424,2025-08-31,Customer_59,Laptop,5,250000
1008425,2025-09-15,Customer_42,Headphones,2,3000
1008426,2025-06-01,Customer_2,Tablet,1,9000
1008427,2025-08-03,Customer_46,Headphones,1,1500
1008428,2025-11-18,Customer_2,Tablet,4,36000
1008429,2025-06-15,Customer_50,Tablet,1,9000
1008430,2025-01-31,Customer_1,Smartwatch,5,35000
1008431,2025-08-20,Customer_13,Mobile Phone,3,37500
1008432,2025-10-09,Customer_70,Tablet,5,45000
1008433,2025-01-29,Customer_22,Headphones,1,1500
1008434,2025-07-14,Customer_17,Laptop,3,150000
1008435,2025-11-30,Customer_59,Headphones,5,7500
1008436,2025-09-13,Customer_86,Mobile Phone,3,37500
1008437,2025-10-08,Customer_70,Laptop,4,200000
1008438,2025-10-31,Customer_3,Smartwatch,1,7000
1008439,2025-11-17,Customer_70,Headphones,3,4500
1008440,2025-11-19,Customer_81,Headphones,2,3000
1008441,2025-12-12,Customer_99,Tablet,4,36000
1008442,2025-10-21,Customer_49,Tablet,1,9000
1008443,2025-03-28,Customer_50,Laptop,4,200000
1008444,2025-05-29,Customer_35,Smartwatch,2,14000
1008445,2025-09-06,Customer_23,Tablet,1,9000
1008446,2025-11-17,Customer_72,Headphones,4,6000
1008447,2025-10-10,Customer_7,Laptop,4,200000
1008448,2025-12-28,Customer_50,Tablet,3,27000
1008449,2025-07-17,Customer_10,Tablet,3,27000
1008450,2025-02-13,Customer_90,Mobile Phone,4,50000
1008451,2025-12-22,Customer_55,Laptop,3,150000
1008452,2025-01-28,Customer_74,Laptop,1,50000
1008453,2025-01-17,Customer_19,Smartwatch,3,21000
1008454,2025-05-07,Customer_23,Tablet,1,9000
1008455,2025-06-17,Customer_95,Laptop,1,50000
1008456,2025-09-01,Customer_64,Smartwatch,1,7000
1008457,2025-03-17,Customer_33,Tablet,1,9000
1008458,2025-08-19,Customer_66,Headphones,4,6000
1008459,2025-07-23,Customer_92,Mobile Phone,5,62500
1008460,2025-09-05,Customer_96,Smartwatch,5,35000
1008461,2025-10-29,Customer_97,Mobile Phone,1,12500
1008462,2025-08-02,Customer_9,Headphones,5,7500
1008463,2025-08-03,Customer_29,Laptop,1,50000
1008464,2025-06-07,Customer_79,Tablet,5,45000
1008465,2025-03-10,Customer_18,Laptop,2,100000
1008466,2025-03-26,Customer_82,Mobile Phone,3,37500
1008467,2025-09-24,Customer_71,Laptop,5,250000
1008468,2025-03-10,Customer_78,Laptop,1,50000
1008469,2025-04-09,Customer_29,Smartwatch,3,21000
1008470,2025-12-13,Customer_83,Smartwatch,3,21000
1008471,2025-08-04,Customer_61,Headphones,4,6000
1008472,2025-06-10,Customer_5,Smartwatch,4,28000
1008473,2025-04-04,Customer_69,Smartwatch,5,35000
1008474,2025-06-23,Customer_56,Smartwatch,4,28000
1008475,2025-06-14,Customer_52,Smartwatch,1,7000
1008476,2025-04-25,Customer_15,Headphones,4,6000
1008477,2025-08-08,Customer_90,Smartwatch,2,14000
1008478,2025-01-31,Customer_88,Smartwatch,5,35000
1008479,2025-01-11,Customer_83,Mobile Phone,3,37500
1008480,2025-12-09,Customer_20,Smartwatch,3,21000
1008481,2025-05-10,Customer_73,Headphones,2,3000
1008482,2025-04-15,Customer_92,Headphones,1,1500
1008483,2025-01-27,Customer_16,Laptop,3,150000
1008484,2025-08-15,Customer_75,Smartwatch,2,14000
1008485,2025-01-02,Customer_98,Tablet,4,36000
1008486,2025-12-25,Customer_25,Laptop,5,250000
1008487,2025-04-11,Customer_57,Headphones,2,3000
1008488,2025-01-21,Customer_21,Laptop,2,100000
1008489,2025-02-27,Customer_5,Tablet,4,36000
1008490,2025-06-29,Customer_75,Mobile Phone,1,12500
1008491,2025-12-07,Customer_9,Tablet,4,36000
1008492,2025-12-15,Customer_11,Laptop,4,200000
1008493,2025-01-20,Customer_65,Smartwatch,3,21000
1008494,2025-09-12,Customer_63,Mobile Phone,2,25000
1008495,2025-11-13,Customer_26,Tablet,2,18000
1008496,2025-02-07,Customer_74,Smartwatch,4,28000
1008497,2025-05-28,Customer_19,Tablet,4,36000
1008498,2025-01-25,Customer_16,Headphones,2,3000
1008499,2025-05-01,Customer_56,Smartwatch,2,14000
1008500,2025-01-26,Customer_68,Headphones,2,3000
1008501,2025-06-18,Customer_78,Mobile Phone,1,12500
1008502,2025-11-19,Customer_30,Mobile Phone,4,50000
1008503,2025-08-13,Customer_7,Mobile Phone,4,50000
1008504,2025-01-01,Customer_12,Mobile Phone,3,37500
1008505,2025-11-03,Customer_24,Headphones,3,4500
1008506,2025-09-18,Customer_22,Headphones,5,7500
1008507,2025-01-13,Customer_47,Laptop,2,100000
1008508,2025-02-17,Customer_30,Laptop,2,100000
1008509,2025-11-09,Customer_60,Headphones,5,7500
1008510,2025-10-18,Customer_39,Mobile Phone,4,50000
1008511,2025-11-28,Customer_20,Laptop,2,100000
1008512,2025-04-04,Customer_26,Smartwatch,3,21000
1008513,2025-09-18,Customer_49,Headphones,1,1500
1008514,2025-10-05,Customer_69,Smartwatch,4,28000
1008515,2025-12-25,Customer_42,Mobile Phone,1,12500
1008516,2025-07-24,Customer_6,Headphones,1,1500
1008517,2025-07-04,Customer_53,Laptop,5,250000
1008518,2025-06-24,Customer_34,Laptop,1,50000
1008519,2025-11-05,Customer_69,Smartwatch,2,14000
1008520,2025-03-10,Customer_10,Headphones,5,7500
1008521,2025-04-14,Customer_28,Mobile Phone,3,37500
1008522,2025-09-03,Customer_3,Tablet,1,9000
1008523,2025-06-10,Customer_77,Tablet,2,18000
1008524,2025-07-19,Customer_48,Mobile Phone,2,25000
1008525,2025-08-04,Customer_66,Laptop,3,150000
1008526,2025-07-31,Customer_35,Tablet,5,45000
1008527,2025-01-16,Customer_52,Mobile Phone,5,62500
1008528,2025-11-28,Customer_62,Smartwatch,5,35000
1008529,2025-07-24,Customer_52,Laptop,3,150000
1008530,2025-12-31,Customer_47,Mobile Phone,3,37500
1008531,2025-02-08,Customer_54,Smartwatch,3,21000
1008532,2025-03-30,Customer_28,Headphones,5,7500
1008533,2025-09-13,Customer_23,Tablet,1,9000
1008534,2025-09-11,Customer_87,Tablet,3,27000
1008535,2025-08-04,Customer_35,Tablet,3,27000
1008536,2025-10-30,Customer_32,Mobile Phone,5,62500
1008537,2025-06-21,Customer_2,Headphones,3,4500
1008538,2025-05-17,Customer_16,Mobile Phone,1,12500
1008539,2025-06-27,Customer_16,Mobile Phone,5,62500
1008540,2025-03-18,Customer_51,Headphones,3,4500
1008541,2025-07-07,Customer_67,Smartwatch,3,21000
1008542,2025-01-15,Customer_92,Laptop,4,200000
1008543,2025-10-19,Customer_93,Tablet,4,36000
1008544,2025-11-15,Customer_54,Headphones,2,3000
1008545,2025-11-21,Customer_20,Smartwatch,2,14000
1008546,2025-08-02,Customer_100,Headphones,3,4500
1008547,2025-07-27,Customer_33,Laptop,4,200000
1008548,2025-06-18,Customer_86,Headphones,2,3000
1008549,2025-11-26,Customer_8,Headphones,5,7500
1008550,2025-10-07,Customer_24,Smartwatch,4,28000
1008551,2025-11-01,Customer_53,Tablet,1,9000
1008552,2025-05-26,Customer_64,Tablet,1,9000
1008553,2025-09-20,Customer_58,Smartwatch,1,7000
1008554,2025-01-04,Customer_37,Smartwatch,1,7000
1008555,2025-03-31,Customer_84,Mobile Phone,4,50000
1008556,2025-03-01,Customer_12,Mobile Phone,5,62500
1008557,2025-11-07,Customer_84,Laptop,1,50000
1008558,2025-01-16,Customer_84,Mobile Phone,5,62500
1008559,2025-08-15,Customer_4,Mobile Phone,2,25000
1008560,2025-01-29,Customer_94,Headphones,2,3000
1008561,2025-05-31,Customer_31,Headphones,3,4500
1008562,2025-09-02,Customer_86,Smartwatch,4,28000
1008563,2025-09-27,Customer_79,Tablet,1,9000
1008564,2025-03-20,Customer_38,Laptop,5,250000
1008565,2025-10-16,Customer_37,Mobile Phone,5,62500
1008566,2025-06-02,Customer_92,Headphones,4,6000
1008567,2025-10-04,Customer_75,Tablet,2,18000
1008568,2025-10-06,Customer_14,Mobile Phone,4,50000
1008569,2025-02-26,Customer_75,Tablet,5,45000
1008570,2025-07-05,Customer_73,Headphones,4,6000
1008571,2025-04-03,Customer_24,Smartwatch,2,14000
1008572,2025-10-03,Customer_10,Mobile Phone,2,25000
1008573,2025-06-07,Customer_38,Mobile Phone,1,12500
1008574,2025-10-02,Customer_43,Laptop,1,50000
1008575,2025-06-30,Customer_37,Mobile Phone,1,12500
1008576,2025-12-25,Customer_42,Headphones,2,3000
1008577,2025-03-18,Customer_32,Tablet,5,45000
1008578,2025-05-31,Customer_84,Tablet,1,9000
1008579,2025-08-26,Customer_14,Smartwatch,4,28000
1008580,2025-10-16,Customer_4,Smartwatch,5,35000
1008581,2025-08-19,Customer_24,Headphones,3,4500
1008582,2025-01-18,Customer_96,Tablet,1,9000
1008583,2025-03-14,Customer_10,Smartwatch,3,21000
1008584,2025-07-08,Customer_16,Smartwatch,1,7000
1008585,2025-01-17,Customer_39,Laptop,5,250000
1008586,2025-01-19,Customer_96,Laptop,3,150000
1008587,2025-08-07,Customer_18,Headphones,2,3000
1008588,2025-11-22,Customer_25,Headphones,1,1500
1008589,2025-04-30,Customer_7,Headphones,4,6000
1008590,2025-04-11,Customer_56,Headphones,3,4500
1008591,2025-02-03,Customer_47,Tablet,4,36000
1008592,2025-03-25,Customer_82,Mobile Phone,3,37500
1008593,2025-07-15,Customer_82,Headphones,5,7500
1008594,2025-11-26,Customer_3,Laptop,4,200000
1008595,2025-07-21,Customer_1,Mobile Phone,1,12500
1008596,2025-12-10,Customer_33,Mobile Phone,2,25000
1008597,2025-12-07,Customer_71,Tablet,5,45000
1008598,2025-01-11,Customer_74,Smartwatch,3,21000
1008599,2025-12-13,Customer_59,Mobile Phone,1,12500
1008600,2025-08-06,Customer_72,Tablet,3,27000
1008601,2025-09-10,Customer_32,Tablet,4,36000
1008602,2025-08-10,Customer_87,Tablet,4,36000
1008603,2025-03-21,Customer_17,Headphones,2,3000
1008604,2025-01-07,Customer_78,Smartwatch,4,28000
1008605,2025-09-29,Customer_17,Headphones,5,7500
1008606,2025-08-15,Customer_89,Laptop,3,150000
1008607,2025-01-16,Customer_21,Smartwatch,3,21000
1008608,2025-01-12,Customer_55,Headphones,5,7500
1008609,2025-10-18,Customer_6,Smartwatch,4,28000
1008610,2025-08-29,Customer_84,Laptop,4,200000
1008611,2025-01-21,Customer_49,Headphones,5,7500
1008612,2025-06-27,Customer_84,Smartwatch,2,14000
1008613,2025-08-16,Customer_26,Laptop,1,50000
1008614,2025-09-30,Customer_32,Tablet,1,9000
1008615,2025-10-15,Customer_72,Smartwatch,4,28000
1008616,2025-10-24,Customer_44,Laptop,1,50000
1008617,2025-05-14,Customer_59,Tablet,1,9000
1008618,2025-10-10,Customer_29,Laptop,1,50000
1008619,2025-06-02,Customer_17,Mobile Phone,4,50000
1008620,2025-03-07,Customer_18,Laptop,3,150000
1008621,2025-05-17,Customer_40,Headphones,4,6000
1008622,2025-04-02,Customer_63,Headphones,4,6000
1008623,2025-11-13,Customer_82,Headphones,2,3000
1008624,2025-09-16,Customer_75,Headphones,2,3000
1008625,2025-04-13,Customer_45,Mobile Phone,4,50000
1008626,2025-02-24,Customer_76,Mobile Phone,5,62500
1008627,2025-09-14,Customer_79,Mobile Phone,5,62500
1008628,2025-04-11,Customer_90,Tablet,2,18000
1008629,2025-07-17,Customer_3,Smartwatch,2,14000
1008630,2025-10-28,Customer_3,Headphones,3,4500
1008631,2025-08-14,Customer_38,Smartwatch,2,14000
1008632,2025-08-25,Customer_99,Headphones,1,1500
1008633,2025-01-26,Customer_73,Headphones,4,6000
1008634,2025-05-01,Customer_40,Headphones,4,6000
1008635,2025-07-01,Customer_68,Mobile Phone,4,50000
1008636,2025-07-18,Customer_54,Tablet,3,27000
1008637,2025-10-29,Customer_20,Headphones,3,4500
1008638,2025-09-12,Customer_15,Headphones,1,1500
1008639,2025-05-02,Customer_93,Headphones,4,6000
1008640,2025-01-31,Customer_5,Laptop,1,50000
